source,target,dist_m
897,7793,62737.0
898,5122,19138.0
898,7634,13955.0
899,1553,134457.0
899,1822,198504.0
899,2117,136879.0
899,8836,29146.0
900,6644,45930.0
901,7834,69214.0
901,8778,25955.0
901,9674,91251.0
901,9707,33788.0
901,9989,43626.0
902,3504,37898.0
903,3882,1898.0
903,3883,43103.0
903,3885,24313.0
903,7257,197819.0
904,1735,5622.0
904,2136,7944.0
904,8043,24961.0
905,1147,27913.0
905,1339,52324.0
905,4601,29890.0
905,8976,30996.0
905,10072,47796.0
906,1162,33442.0
906,1836,27593.0
906,4065,10289.0
906,6786,28723.0
906,8759,35269.0
906,8760,24157.0
907,1368,37371.0
907,5125,1403.0
907,8118,14385.0
908,3923,216803.0
908,8218,65485.0
909,1351,9923.0
909,5063,19242.0
909,6710,18993.0
909,8784,15666.0
910,1456,73870.0
910,3523,32756.0
911,1259,23423.0
911,8496,13037.0
912,4018,35728.0
912,4420,37201.0
912,5173,25907.0
912,6465,43031.0
913,8262,101251.0
913,9994,59069.0
914,6272,9289.0
914,6291,9532.0
915,7594,19133.0
915,7965,33664.0
916,1011,71604.0
916,2601,13245.0
916,2684,8499.0
916,10290,14293.0
918,3920,40392.0
918,4137,47116.0
918,4600,64806.0
918,7283,65621.0
918,7686,36956.0
918,8293,21958.0
918,9432,68908.0
918,9520,157659.0
919,1690,31918.0
919,1854,108199.0
920,3442,36983.0
920,7161,90781.0
920,7802,14852.0
921,1532,158254.0
921,6959,244503.0
921,7172,87526.0
921,8146,39398.0
921,8655,77325.0
921,9339,44761.0
922,1074,12945.0
922,5915,27184.0
922,7327,28867.0
922,9612,38090.0
923,4012,49530.0
923,7341,68211.0
923,7699,37458.0
923,9701,47199.0
924,1077,29145.0
924,10277,54511.0
925,1549,124843.0
925,3929,82665.0
925,3963,30739.0
925,8007,98457.0
926,2598,2393.0
926,4100,87043.0
927,3872,28470.0
927,4164,39706.0
928,2966,42780.0
928,4723,40556.0
928,9943,70124.0
929,6610,37373.0
929,8134,21799.0
930,2754,34340.0
930,9052,40656.0
931,1863,56155.0
931,4173,76578.0
932,4156,59025.0
932,4614,25941.0
932,5641,25880.0
933,1993,13797.0
933,4054,83237.0
933,4088,158055.0
933,9229,24048.0
934,1506,26026.0
934,6864,61748.0
934,7862,89656.0
934,8862,36840.0
934,9299,72142.0
935,4183,5915.0
935,7823,25456.0
935,7981,45204.0
936,4307,30094.0
936,10224,100014.0
937,1488,59802.0
937,3515,4281.0
937,5899,16994.0
937,6625,36386.0
938,3741,105061.0
938,4294,62788.0
938,4320,38491.0
938,6444,41906.0
938,7783,73172.0
938,8666,20057.0
938,8787,26697.0
938,10331,160503.0
939,1817,67485.0
939,3033,36604.0
939,8538,102521.0
939,9227,27329.0
940,3924,7879.0
941,4529,25155.0
941,8577,17424.0
941,9160,6205.0
941,9568,72003.0
941,9887,36748.0
942,1781,42324.0
942,4424,17133.0
943,8214,90856.0
944,3092,72640.0
945,2630,43557.0
945,6932,33916.0
945,9860,103533.0
946,3738,66532.0
946,3889,91198.0
946,3945,52418.0
947,6982,230627.0
947,9064,309161.0
948,6516,15983.0
948,6696,22665.0
948,7277,52295.0
948,7461,37896.0
948,9201,78096.0
949,4964,89845.0
950,3113,39614.0
950,3512,21061.0
950,10100,25074.0
951,6686,24819.0
951,8246,115282.0
951,9066,303304.0
951,9119,378284.0
952,1838,11956.0
952,2847,11930.0
952,5897,16374.0
952,7620,37755.0
952,7700,59277.0
952,8370,22838.0
953,3954,7973.0
953,6454,38886.0
953,7882,31598.0
953,8067,45249.0
953,9101,36042.0
954,2888,85521.0
954,3346,35911.0
954,3349,28680.0
954,3350,38335.0
954,6843,76790.0
954,10165,82748.0
955,3312,97608.0
956,2498,28630.0
956,2499,16306.0
956,3728,67978.0
956,6674,83043.0
956,9579,95170.0
957,1431,64076.0
957,4701,47664.0
958,7637,87557.0
958,8472,26497.0
959,2727,7607.0
959,2735,1682.0
959,2739,23280.0
959,6611,52006.0
960,3660,26191.0
960,3958,111010.0
960,4394,20960.0
960,4426,286980.0
960,5080,50680.0
960,7770,13106.0
960,8065,132282.0
960,9737,21181.0
961,1104,20881.0
961,5808,22383.0
962,9580,102330.0
963,4485,63516.0
963,8304,29758.0
963,10225,83869.0
964,4252,84838.0
964,4595,82398.0
964,4727,138376.0
965,3754,128490.0
965,8081,54135.0
965,8538,61482.0
965,9656,55507.0
965,10139,48896.0
966,4280,83786.0
966,4485,105772.0
966,8655,50169.0
966,8905,33355.0
967,1427,133799.0
967,3934,53879.0
967,7088,40408.0
967,9167,40259.0
968,1672,71273.0
968,6446,13883.0
968,8750,37355.0
969,1408,48126.0
969,1489,69389.0
970,9601,53827.0
971,2572,3309.0
972,3781,49168.0
972,8762,35013.0
973,3670,268508.0
973,4649,231689.0
973,5778,279880.0
973,7664,354568.0
973,9015,385711.0
974,5055,21184.0
974,5075,20079.0
974,10248,23010.0
975,2432,29291.0
976,10071,46065.0
977,4479,169987.0
977,7368,107236.0
978,3596,33192.0
978,9593,120716.0
979,4271,512739.0
980,4271,555654.0
981,1086,37740.0
981,1458,26798.0
981,1637,100722.0
981,3583,29827.0
981,3838,36183.0
981,4302,62073.0
981,4810,47908.0
981,7787,27796.0
981,8842,102863.0
982,1546,220980.0
982,2937,67731.0
982,3228,73207.0
982,3939,70804.0
982,6580,140562.0
982,6684,117097.0
982,6732,41904.0
982,7104,53610.0
982,7180,57333.0
982,7629,42889.0
982,8438,115977.0
982,8771,134173.0
982,9137,40747.0
982,10243,75526.0
982,10327,95035.0
983,1486,19634.0
983,1622,40399.0
983,4787,105861.0
983,6623,70216.0
983,8687,73588.0
983,8826,49851.0
984,985,10076.0
984,8345,22130.0
985,2528,8902.0
986,8822,30733.0
987,3594,23554.0
988,8346,24622.0
989,8831,30193.0
990,3683,23858.0
990,7666,21119.0
991,8822,54423.0
992,3573,65786.0
993,8822,53254.0
994,3573,75967.0
995,3997,38505.0
995,5903,16395.0
995,7167,32587.0
995,10106,58308.0
996,7315,55100.0
997,1259,30520.0
997,4120,61861.0
997,5726,64425.0
997,8496,9921.0
997,8644,158718.0
997,8733,102190.0
998,2035,10301.0
998,2124,20257.0
998,9805,44644.0
999,8537,48586.0
999,10020,6474.0
1000,6999,44586.0
1002,8832,40840.0
1003,1236,30737.0
1003,7677,34342.0
1005,3573,36749.0
1006,9371,30701.0
1008,8823,23029.0
1009,6790,45808.0
1010,8823,27091.0
1011,1012,73865.0
1011,1013,75595.0
1011,1124,176613.0
1011,1389,81345.0
1011,1567,82270.0
1011,1605,39201.0
1011,1873,94062.0
1011,2831,74308.0
1011,3588,29948.0
1011,4034,115263.0
1011,4078,61414.0
1011,4521,53201.0
1011,5828,76783.0
1011,7336,82020.0
1011,8705,77828.0
1011,9012,92924.0
1011,9094,70061.0
1011,9374,40672.0
1012,2717,1239.0
1013,1873,18467.0
1014,1128,28695.0
1015,8832,28280.0
1016,2048,51493.0
1016,3584,142143.0
1016,4091,77435.0
1016,7319,132873.0
1016,7691,97952.0
1016,8292,142165.0
1016,8419,200439.0
1017,8823,10378.0
1018,8822,62247.0
1019,7353,54488.0
1020,1540,66054.0
1020,2417,12733.0
1020,2460,39934.0
1020,7747,40155.0
1021,8279,62119.0
1022,4099,41527.0
1023,2096,11662.0
1023,4691,28325.0
1024,1122,105333.0
1024,2231,16643.0
1025,1229,24907.0
1026,1128,47743.0
1027,8822,31586.0
1028,8823,14582.0
1029,4451,47700.0
1030,8823,21078.0
1031,8822,52442.0
1032,8822,65795.0
1033,4099,31240.0
1034,7315,67454.0
1035,9364,20712.0
1036,8279,11876.0
1037,8291,28882.0
1038,8822,76761.0
1039,8822,59357.0
1040,6999,9980.0
1041,2312,11333.0
1041,8658,11186.0
1042,1128,31720.0
1043,9131,32887.0
1044,8822,26059.0
1045,3594,14926.0
1046,4613,29412.0
1046,9081,149970.0
1046,9772,26242.0
1047,4099,70079.0
1048,7315,47198.0
1049,3806,19800.0
1049,6455,44280.0
1049,7097,18358.0
1050,1865,45127.0
1050,3548,17863.0
1050,3558,22535.0
1050,3560,11741.0
1050,10235,23065.0
1051,7904,43501.0
1051,8298,78524.0
1051,10171,18212.0
1052,9066,243231.0
1052,9119,405591.0
1053,5948,22278.0
1054,4243,50845.0
1054,4354,20184.0
1055,4496,33297.0
1055,9088,72451.0
1055,9211,19141.0
1055,9640,22800.0
1055,10256,37866.0
1056,8831,29823.0
1057,8346,25749.0
1058,8822,12546.0
1059,6993,7085.0
1060,3903,17943.0
1060,4843,25328.0
1060,8495,30792.0
1063,6268,11419.0
1063,10283,9426.0
1064,1363,76609.0
1064,1561,59847.0
1064,4240,24486.0
1064,9312,66386.0
1064,9512,103410.0
1064,9535,31408.0
1064,9930,29563.0
1065,2942,17762.0
1065,3500,113500.0
1065,7614,123409.0
1065,8327,68226.0
1065,9087,143991.0
1065,9433,87801.0
1066,8829,114929.0
1067,1141,53118.0
1067,7029,94383.0
1068,8279,25693.0
1069,8822,74186.0
1070,1656,81695.0
1070,2932,27920.0
1070,3519,60322.0
1070,8105,48699.0
1070,8106,30796.0
1070,9233,39036.0
1071,8822,20774.0
1072,8832,47102.0
1073,4099,90916.0
1074,3998,268879.0
1074,4205,42688.0
1075,1426,18447.0
1075,3805,5850.0
1075,6385,11050.0
1075,7483,18523.0
1076,6993,6335.0
1077,1166,50075.0
1077,1967,14360.0
1077,3970,46407.0
1077,4847,50776.0
1077,7312,30755.0
1077,7406,24443.0
1077,7671,15732.0
1077,8912,15178.0
1078,4099,9003.0
1079,9681,191246.0
1080,8822,31856.0
1081,6169,114033.0
1081,8763,82944.0
1082,9468,75677.0
1082,9513,74512.0
1083,4855,37262.0
1083,8268,34169.0
1084,1421,185346.0
1084,1487,122683.0
1084,8449,88497.0
1084,9234,177964.0
1085,7315,23426.0
1086,6604,33756.0
1087,1332,18452.0
1087,4312,44860.0
1087,8680,11035.0
1087,10237,12083.0
1089,4465,44213.0
1090,8822,32147.0
1091,8279,38215.0
1092,8831,4166.0
1093,1135,43273.0
1094,4273,46413.0
1094,7661,19339.0
1095,1310,20667.0
1095,1804,30000.0
1096,4451,35514.0
1098,9347,25044.0
1099,4446,45170.0
1099,8812,33169.0
1100,6993,14169.0
1101,8832,30479.0
1102,3819,88311.0
1103,9364,27027.0
1104,2274,4151.0
1104,6576,28152.0
1104,7378,24881.0
1104,9262,13383.0
1105,8822,61024.0
1106,4099,98922.0
1107,4321,47722.0
1107,7872,51954.0
1108,8831,22253.0
1109,4099,94279.0
1110,9364,7306.0
1111,8145,62912.0
1111,9964,9196.0
1111,10304,55058.0
1112,1142,37513.0
1112,5940,24442.0
1112,5962,10959.0
1112,5983,17765.0
1113,1747,10070.0
1113,9957,19755.0
1113,9962,46975.0
1113,9978,112926.0
1114,8823,23952.0
1115,7315,27094.0
1116,8831,33619.0
1117,8831,37095.0
1118,3573,43415.0
1119,1700,10622.0
1119,9061,11198.0
1120,1138,127970.0
1120,1231,143814.0
1120,1421,148612.0
1120,1788,256768.0
1120,4277,76360.0
1120,5813,110139.0
1121,3585,71608.0
1121,7242,66167.0
1121,8068,45683.0
1121,8281,69909.0
1121,9999,52116.0
1121,10000,62092.0
1121,10302,114086.0
1122,1714,52153.0
1122,3680,43703.0
1122,3684,36674.0
1122,3685,37883.0
1122,4009,94348.0
1122,4219,46454.0
1122,4242,49920.0
1122,7291,24297.0
1122,8022,18418.0
1122,8185,85314.0
1122,8364,45605.0
1122,8478,61544.0
1124,1230,103373.0
1124,3206,37190.0
1124,3711,41678.0
1124,3972,63544.0
1124,10021,191203.0
1124,10353,72697.0
1124,10354,32260.0
1125,8353,122768.0
1126,2636,14265.0
1126,3847,37760.0
1126,6789,70295.0
1126,8399,59880.0
1127,8768,45402.0
1127,9648,44685.0
1129,1869,47245.0
1129,4904,37841.0
1129,8712,33937.0
1129,10177,56416.0
1130,4094,22290.0
1130,6830,74824.0
1130,9428,64917.0
1131,6085,114951.0
1131,6636,168228.0
1131,6776,162656.0
1131,6940,94511.0
1131,10204,84544.0
1131,10252,111700.0
1131,10358,113475.0
1132,3751,150163.0
1132,3909,57970.0
1132,4840,18996.0
1132,7276,89589.0
1132,7482,72606.0
1132,7867,40526.0
1132,7957,17532.0
1132,8583,53808.0
1132,9486,46313.0
1132,10255,12278.0
1133,4246,23220.0
1133,4435,35933.0
1133,8457,18636.0
1133,9549,16201.0
1134,6925,43688.0
1135,1312,31474.0
1135,1343,67023.0
1135,1546,141761.0
1135,1629,94742.0
1135,1827,51895.0
1135,6628,43079.0
1135,7104,171338.0
1135,7155,84834.0
1135,8104,72051.0
1135,9057,89452.0
1135,10243,63915.0
1136,1387,97975.0
1136,3025,69756.0
1136,6413,48545.0
1136,8595,96586.0
1136,8721,47873.0
1136,9469,218988.0
1137,6157,27774.0
1137,8644,39525.0
1137,8907,14092.0
1138,9231,134979.0
1139,1618,40336.0
1139,1707,32882.0
1139,4189,30996.0
1140,1143,39170.0
1140,3000,39521.0
1140,8734,78836.0
1141,6757,228719.0
1141,8464,52458.0
1141,9065,116505.0
1141,9067,57176.0
1141,9577,223893.0
1141,9943,230203.0
1142,1149,74638.0
1142,4087,63652.0
1142,4171,211569.0
1142,4541,159751.0
1142,6948,25449.0
1142,7461,47871.0
1143,8734,118006.0
1144,1430,71668.0
1144,4340,40040.0
1144,4464,35918.0
1144,4866,104023.0
1144,9567,57582.0
1145,2925,133994.0
1145,3576,40186.0
1145,3619,61128.0
1145,4624,26764.0
1145,6444,56347.0
1145,6476,7785.0
1145,7164,131211.0
1145,10048,69435.0
1146,6467,39565.0
1146,6931,10718.0
1146,7369,48101.0
1146,7374,33162.0
1147,3580,66301.0
1147,5644,33906.0
1148,1270,32020.0
1148,1463,45111.0
1148,6236,10281.0
1148,6527,21551.0
1149,4087,127310.0
1149,5944,25845.0
1149,5949,22424.0
1149,5961,11798.0
1149,5990,13075.0
1149,9289,74341.0
1149,10232,58113.0
1149,10241,66014.0
1150,3625,73405.0
1150,4615,69536.0
1150,4658,45201.0
1150,7388,15083.0
1150,8526,11361.0
1150,10387,47528.0
1151,5549,4925.0
1152,9926,220995.0
1153,1363,65123.0
1153,1561,97703.0
1153,8165,34924.0
1153,8312,50084.0
1153,8585,33354.0
1154,3692,84061.0
1154,3832,280579.0
1154,4669,24600.0
1154,9236,81544.0
1155,3656,50675.0
1155,8788,183471.0
1156,3607,20457.0
1156,5057,29514.0
1156,9967,59512.0
1157,4593,69972.0
1157,6466,54189.0
1157,7561,34305.0
1157,7963,102869.0
1158,8188,29080.0
1158,8945,27687.0
1158,8956,27794.0
1158,9147,102173.0
1159,1412,89184.0
1159,10248,43431.0
1160,3943,157999.0
1160,4583,56203.0
1160,6810,124094.0
1160,8214,152543.0
1160,9178,179700.0
1160,9204,131590.0
1161,4213,91270.0
1161,5006,36971.0
1162,2586,15243.0
1162,6781,47091.0
1162,6786,4719.0
1163,3956,15696.0
1163,4471,28536.0
1163,7970,12734.0
1163,10143,17148.0
1164,1623,50009.0
1165,1247,12310.0
1165,5697,11854.0
1166,3857,24433.0
1166,4847,15071.0
1166,10294,111587.0
1167,3138,28080.0
1167,9179,28395.0
1168,6983,80075.0
1168,7009,51937.0
1168,7749,79354.0
1168,9768,139963.0
1169,3802,96195.0
1169,3858,29468.0
1169,4266,94798.0
1169,6728,83712.0
1169,7237,50965.0
1169,7723,91898.0
1169,8123,65687.0
1169,9272,51815.0
1169,9368,61049.0
1169,10178,74452.0
1170,1724,22914.0
1170,8085,36310.0
1170,8938,24075.0
1171,1764,28531.0
1171,2213,12179.0
1171,3472,3190.0
1171,4580,49140.0
1171,7575,19682.0
1172,1797,43200.0
1172,5884,14357.0
1172,6804,40864.0
1172,9659,19484.0
1173,1387,36030.0
1173,5183,36444.0
1174,3919,51109.0
1174,3945,38833.0
1174,6776,161435.0
1175,3613,13094.0
1175,7589,33449.0
1176,6480,77629.0
1176,7556,45598.0
1177,4087,56025.0
1177,5972,12365.0
1177,6792,33151.0
1177,9122,32718.0
1178,4723,37734.0
1178,10216,72223.0
1179,1323,148093.0
1179,1402,108817.0
1179,1499,27856.0
1179,6819,51529.0
1179,8187,61587.0
1180,5913,27858.0
1180,9753,27645.0
1180,10018,93199.0
1181,4831,38107.0
1181,5438,3342.0
1181,7282,60824.0
1181,8115,74407.0
1181,8776,34178.0
1182,4619,105630.0
1182,9840,31247.0
1183,6793,13678.0
1183,9671,36439.0
1184,1607,59065.0
1184,1771,80499.0
1184,1806,14647.0
1184,3218,27830.0
1184,3584,11655.0
1184,3787,40477.0
1184,4048,70143.0
1184,4060,65693.0
1184,7125,40554.0
1184,7275,32357.0
1184,7296,31229.0
1184,7626,46582.0
1184,8873,52824.0
1184,9309,39805.0
1184,9349,45066.0
1185,1597,51116.0
1185,1657,108174.0
1185,4143,40655.0
1185,7202,54973.0
1185,7475,153200.0
1185,7910,34628.0
1186,9600,42757.0
1186,10373,51197.0
1187,4720,97596.0
1187,8191,75615.0
1188,1360,12208.0
1188,4211,42750.0
1189,7810,38726.0
1189,8598,36984.0
1190,3516,167123.0
1190,6953,161265.0
1191,7891,61141.0
1191,9175,173059.0
1192,1549,218860.0
1192,3929,51652.0
1192,6471,101878.0
1192,6557,64882.0
1192,7035,84648.0
1193,3005,53875.0
1193,4502,72243.0
1193,7938,42412.0
1193,7963,54037.0
1194,2268,9083.0
1194,4054,56154.0
1195,1479,121581.0
1195,7518,43212.0
1195,9290,74087.0
1196,1307,49015.0
1196,5765,3698.0
1196,9180,78815.0
1196,10212,59376.0
1197,1241,32478.0
1197,9701,40905.0
1198,3976,30892.0
1198,5028,18017.0
1198,5058,17476.0
1198,5148,22656.0
1198,6561,47534.0
1199,4934,29665.0
1199,10149,95090.0
1200,3809,62504.0
1200,4336,73411.0
1200,4508,99892.0
1200,6648,44691.0
1200,7357,114768.0
1200,9096,119917.0
1200,10115,116044.0
1201,3619,193171.0
1201,5790,21837.0
1202,8325,156889.0
1202,10374,182759.0
1203,3712,27865.0
1203,8070,64575.0
1203,8245,120395.0
1204,4222,58658.0
1205,4289,32570.0
1205,8867,18066.0
1206,4459,44526.0
1206,6974,21965.0
1206,9187,54154.0
1206,10223,11036.0
1207,1304,37349.0
1207,1405,82024.0
1207,1605,69489.0
1207,1851,83987.0
1207,4231,11730.0
1207,4786,21207.0
1207,7441,54776.0
1207,8110,43228.0
1207,9557,21064.0
1208,2663,4608.0
1209,9345,123197.0
1210,1452,9869.0
1210,2670,16756.0
1210,2676,11641.0
1210,2714,20394.0
1211,1984,5458.0
1211,2324,8666.0
1211,3652,34335.0
1211,4016,47020.0
1212,6622,7438.0
1212,10278,13693.0
1213,3715,167532.0
1213,9511,142393.0
1214,4989,47965.0
1215,1790,46274.0
1215,3015,71410.0
1215,3570,56090.0
1215,3907,84191.0
1215,6438,142685.0
1215,6893,69952.0
1215,7347,122341.0
1215,7544,36115.0
1215,7663,46379.0
1215,8462,46318.0
1215,9377,104599.0
1215,9987,128259.0
1216,4116,71006.0
1216,9363,79902.0
1217,1307,57567.0
1217,4205,27865.0
1218,5038,63338.0
1218,5065,76611.0
1218,5132,42418.0
1218,6776,99526.0
1218,10229,57386.0
1219,1486,52479.0
1219,2540,31269.0
1220,4591,53709.0
1220,4842,131302.0
1220,8743,25795.0
1220,9617,5693.0
1221,5197,24733.0
1221,6583,46588.0
1222,1887,2191.0
1222,1918,12494.0
1222,1925,3897.0
1223,4611,35076.0
1223,6377,32752.0
1224,7892,34213.0
1224,8108,40376.0
1225,4268,63567.0
1225,4340,34397.0
1225,4464,73684.0
1226,2547,62735.0
1226,2549,37138.0
1226,2555,31900.0
1226,2654,69714.0
1226,3627,49529.0
1226,9202,57874.0
1226,9418,69817.0
1227,1901,20545.0
1227,6848,46706.0
1228,3595,78806.0
1228,5463,15411.0
1228,6754,96361.0
1228,8776,61553.0
1229,3214,62328.0
1230,1371,52862.0
1230,4903,40992.0
1230,6450,62454.0
1230,7556,53030.0
1230,7702,77218.0
1230,9115,27118.0
1230,9580,52359.0
1230,10353,40379.0
1231,1361,19180.0
1231,4288,161337.0
1231,6569,113796.0
1231,10378,110786.0
1232,1371,38340.0
1232,1423,38313.0
1232,3564,139660.0
1232,4599,78729.0
1232,4607,33281.0
1232,7278,100593.0
1232,7393,74180.0
1232,8063,22306.0
1232,8102,74944.0
1232,8332,93514.0
1233,1446,38725.0
1233,3979,61965.0
1233,6058,45575.0
1233,7431,73744.0
1233,7631,56179.0
1233,7752,40965.0
1233,9629,104372.0
1233,9996,149578.0
1233,10000,117184.0
1234,1776,23953.0
1234,6803,41879.0
1234,6970,23149.0
1234,8865,102402.0
1235,1421,62540.0
1235,9231,130611.0
1236,1807,20390.0
1236,6555,40275.0
1236,9367,24095.0
1236,9919,22344.0
1237,1572,71855.0
1237,3804,23534.0
1237,4077,59487.0
1237,7229,38303.0
1237,8299,37562.0
1237,8877,37156.0
1238,5476,2538.0
1238,5573,39898.0
1239,9509,59350.0
1240,3196,23067.0
1240,10014,60254.0
1241,9524,34292.0
1242,1461,71629.0
1242,3634,66799.0
1243,3813,40630.0
1243,5943,6649.0
1243,5956,15441.0
1243,10158,45041.0
1244,9587,14378.0
1244,10134,16697.0
1245,1768,160543.0
1245,3512,68162.0
1245,5679,25561.0
1245,5690,55428.0
1245,7674,4736.0
1246,8995,85527.0
1246,9749,20489.0
1247,3855,122042.0
1248,7324,38196.0
1248,9118,36370.0
1248,10029,22661.0
1249,4167,32902.0
1249,8572,64821.0
1250,1581,111584.0
1250,4341,114666.0
1250,4543,122684.0
1251,5349,24130.0
1252,1274,247891.0
1252,1584,93270.0
1252,3734,277818.0
1252,4032,62395.0
1252,4168,55607.0
1252,4175,196677.0
1252,7548,272778.0
1252,8170,300314.0
1252,8690,80930.0
1252,9108,378892.0
1252,9711,347475.0
1253,1591,36150.0
1253,3512,53624.0
1253,7057,111811.0
1253,7409,57175.0
1253,8562,60086.0
1254,7847,29768.0
1255,1968,7157.0
1255,2006,16771.0
1256,4266,27566.0
1256,10048,30112.0
1257,6636,35172.0
1257,9636,141904.0
1258,1636,302077.0
1258,1641,438493.0
1258,4258,139672.0
1258,6451,34329.0
1258,6587,281679.0
1258,7855,150894.0
1258,8733,43286.0
1260,1634,20674.0
1260,4646,22940.0
1260,4805,13357.0
1260,5005,52842.0
1261,1640,34491.0
1261,1932,18754.0
1262,7466,74784.0
1262,8154,110007.0
1263,1750,40035.0
1263,4841,22194.0
1263,7898,10744.0
1263,10294,61094.0
1264,1324,95746.0
1264,1498,167667.0
1264,6398,118489.0
1264,8425,183554.0
1264,9585,157373.0
1265,5959,19056.0
1265,5976,11977.0
1266,8438,303413.0
1266,8652,17411.0
1266,9123,114366.0
1266,10060,58152.0
1267,3948,108650.0
1267,8771,70043.0
1267,9179,147873.0
1267,10131,91529.0
1268,1752,93373.0
1268,1801,113718.0
1268,6571,62731.0
1268,8140,79052.0
1268,8606,67988.0
1268,9204,226882.0
1269,2952,33297.0
1269,5836,118050.0
1269,9067,82045.0
1270,3836,63774.0
1270,6075,21930.0
1270,6915,69638.0
1270,8656,44809.0
1271,4044,30165.0
1271,9694,30742.0
1272,3562,28700.0
1272,3734,252134.0
1273,7611,37564.0
1274,6997,128024.0
1275,8040,57722.0
1275,9376,30887.0
1276,2696,10137.0
1276,8698,141621.0
1277,6826,103072.0
1277,7466,44401.0
1277,9761,44283.0
1278,1854,99833.0
1278,7208,76135.0
1278,8551,35007.0
1279,4044,35159.0
1279,7023,60672.0
1280,2796,21613.0
1280,3832,228121.0
1280,8765,58840.0
1281,1890,21429.0
1281,1894,20752.0
1281,3578,70937.0
1282,4403,87097.0
1282,4426,104357.0
1282,7105,66011.0
1282,8514,61362.0
1283,1413,270400.0
1283,1773,227430.0
1283,1854,382697.0
1283,3692,382147.0
1283,4562,154175.0
1283,5818,231497.0
1283,6481,248290.0
1283,6596,200742.0
1283,7264,286459.0
1283,9859,153778.0
1284,2178,7232.0
1284,10288,18511.0
1284,10329,18477.0
1285,1476,48861.0
1285,3058,54324.0
1285,3060,50529.0
1285,3133,33602.0
1285,3136,25684.0
1285,3997,136269.0
1285,4633,77709.0
1285,4694,150575.0
1285,8201,148677.0
1286,3969,7690.0
1286,4474,33285.0
1286,6692,58193.0
1286,7872,58829.0
1286,8830,37672.0
1287,3652,16057.0
1287,3748,41889.0
1287,4016,10685.0
1287,4088,71969.0
1287,6065,24661.0
1287,8112,73926.0
1288,9148,30910.0
1288,10100,46640.0
1289,5422,3893.0
1289,8207,41131.0
1289,9393,9832.0
1290,1596,55097.0
1290,3265,19214.0
1290,6550,42439.0
1290,7865,38558.0
1291,4710,124677.0
1292,3721,96085.0
1292,8451,47593.0
1293,2839,41643.0
1293,3345,72130.0
1293,5901,82030.0
1293,6468,471773.0
1293,7129,297691.0
1293,7962,345720.0
1293,9197,329741.0
1294,5902,71031.0
1294,7239,13158.0
1295,6459,64325.0
1296,1789,102086.0
1296,4167,8231.0
1297,5345,16756.0
1297,5407,5692.0
1297,6968,95261.0
1298,1796,138047.0
1298,3672,36355.0
1298,4429,69139.0
1298,4503,35592.0
1299,3286,12214.0
1299,4072,8770.0
1299,4468,43982.0
1300,1466,142286.0
1300,3681,18524.0
1300,3925,55145.0
1300,4180,44688.0
1300,7027,48947.0
1300,7933,24584.0
1301,1317,92228.0
1301,3521,41937.0
1301,5477,11317.0
1301,5644,15209.0
1302,4177,109937.0
1302,4814,114367.0
1302,8226,98336.0
1302,8391,69268.0
1303,3743,21531.0
1304,4078,17721.0
1304,7600,24096.0
1304,10275,39626.0
1304,10289,15086.0
1305,9925,96824.0
1306,8698,89978.0
1306,10233,109505.0
1306,10270,92027.0
1306,10271,142451.0
1307,1308,40707.0
1307,3008,43655.0
1307,4799,49331.0
1307,6680,57099.0
1307,7607,62343.0
1307,8318,39302.0
1307,8499,65273.0
1307,9124,22953.0
1308,8019,38929.0
1309,5266,38408.0
1309,5273,22636.0
1309,5519,16116.0
1309,6968,53893.0
1309,7157,35604.0
1310,1334,53266.0
1310,1804,50665.0
1311,1342,27767.0
1311,4285,58324.0
1311,4890,71795.0
1311,8150,48460.0
1311,8777,116940.0
1312,8851,48298.0
1313,1416,17770.0
1313,1496,16545.0
1313,2621,16049.0
1314,3955,16204.0
1314,6760,55987.0
1315,1532,32075.0
1315,9146,16039.0
1316,4042,52478.0
1316,10254,32551.0
1317,1318,15069.0
1317,1831,144182.0
1317,3807,39746.0
1317,4280,115694.0
1317,4485,93704.0
1317,5644,83501.0
1317,6465,97482.0
1317,8750,53493.0
1317,10225,47214.0
1318,5550,14679.0
1318,5899,47783.0
1319,3807,49565.0
1319,8703,32664.0
1320,6176,7036.0
1320,6180,22288.0
1320,8182,67914.0
1320,10226,81512.0
1321,4362,88256.0
1321,6280,7694.0
1321,6288,651.0
1321,9055,58820.0
1322,6803,30057.0
1322,6835,14568.0
1322,9091,55355.0
1323,1810,84510.0
1323,4603,70299.0
1323,4756,134975.0
1323,5010,24044.0
1323,6398,24119.0
1323,7309,137112.0
1323,8006,24128.0
1325,3919,52844.0
1325,6953,150721.0
1326,3760,76140.0
1326,4983,18940.0
1327,4223,9238.0
1327,4363,14487.0
1328,8959,45899.0
1329,6859,15702.0
1329,8103,63111.0
1329,8754,8848.0
1330,4169,302931.0
1330,8425,289521.0
1331,1346,21588.0
1331,1379,22141.0
1331,8118,77964.0
1331,10266,11521.0
1332,5035,11442.0
1332,8680,7418.0
1332,10207,15195.0
1333,4023,61657.0
1334,4768,74260.0
1334,7445,74079.0
1334,9501,134601.0
1335,1650,21547.0
1335,4145,54886.0
1335,4186,71541.0
1335,8927,47789.0
1335,9628,79640.0
1335,9638,48999.0
1336,2932,75800.0
1336,6441,174278.0
1336,6753,99276.0
