source,target,dist_m
3680,5020,29873.0
3681,3987,90522.0
3682,8370,54712.0
3683,9055,101824.0
3685,8872,12640.0
3686,4327,57974.0
3687,4822,7585.0
3687,7116,34365.0
3687,7128,12335.0
3687,8529,16798.0
3687,8939,42410.0
3688,6435,206185.0
3688,7153,26657.0
3688,7619,122371.0
3689,9081,144198.0
3689,9828,26474.0
3690,5770,74762.0
3690,6806,190628.0
3690,7547,93696.0
3690,9376,62212.0
3690,10236,162784.0
3691,4423,105004.0
3691,5657,18805.0
3691,7790,55718.0
3691,10361,80674.0
3692,8238,96197.0
3693,4211,31479.0
3693,9791,46384.0
3694,4080,86248.0
3695,6955,20301.0
3695,10124,100301.0
3695,10381,81436.0
3696,6424,112556.0
3696,7023,128670.0
3696,8174,86249.0
3696,9172,106231.0
3697,5027,66969.0
3697,7115,27237.0
3697,8568,14855.0
3697,9444,56354.0
3698,3956,20339.0
3699,8090,14627.0
3699,8356,31805.0
3699,8409,6265.0
3699,9382,36480.0
3699,9984,21692.0
3700,10130,36899.0
3701,7728,25383.0
3701,8771,79213.0
3701,10012,60787.0
3702,5817,178245.0
3702,8601,19014.0
3703,5887,44932.0
3705,9274,74334.0
3706,5034,66127.0
3706,6660,99173.0
3706,6857,116825.0
3706,9651,22702.0
3706,10239,72943.0
3707,4213,102598.0
3707,9080,26709.0
3708,4581,789562.0
3708,6636,727526.0
3708,9818,77522.0
3709,6870,18542.0
3710,6226,25660.0
3710,7160,102902.0
3710,7250,99542.0
3710,7451,36286.0
3710,7579,76278.0
3710,9882,54915.0
3711,6339,45607.0
3711,6374,31474.0
3711,6580,131306.0
3712,4433,28183.0
3712,4609,28364.0
3712,7286,26340.0
3712,9108,148312.0
3713,4039,120662.0
3713,4981,98081.0
3713,10006,78462.0
3714,3927,22910.0
3714,3998,27712.0
3714,7223,17465.0
3714,9435,27016.0
3714,10313,26862.0
3715,3721,99038.0
3715,4140,69823.0
3715,4316,126013.0
3715,10044,75056.0
3716,4174,116378.0
3716,4225,132316.0
3716,7358,66749.0
3717,7235,46745.0
3717,7822,139379.0
3718,3838,72202.0
3718,5456,14626.0
3718,7605,32396.0
3718,8467,34646.0
3719,3924,56875.0
3719,7310,16121.0
3721,8200,57917.0
3721,8898,27401.0
3722,7687,121637.0
3722,8472,82410.0
3722,10049,82196.0
3723,9184,25841.0
3726,4876,62637.0
3726,10246,114276.0
3727,9781,9835.0
3728,6986,23468.0
3730,7134,16595.0
3731,8519,16568.0
3731,10099,50814.0
3732,7126,45713.0
3732,9256,64913.0
3732,9781,14858.0
3733,6752,54301.0
3733,9335,93832.0
3734,4066,304456.0
3734,4296,74784.0
3734,4390,127338.0
3734,6661,77833.0
3734,9425,32888.0
3735,3986,32853.0
3735,6222,33185.0
3735,6727,20795.0
3735,8271,35741.0
3736,8173,70762.0
3736,9687,59034.0
3737,4167,10910.0
3739,4790,14692.0
3739,5378,6138.0
3740,4889,104883.0
3740,9510,56767.0
3741,3911,42644.0
3741,4261,39098.0
3741,4291,61001.0
3741,4294,42273.0
3741,4755,46512.0
3741,6403,36400.0
3741,6921,26135.0
3741,9354,38215.0
3741,9518,101618.0
3741,9525,111428.0
3741,9866,53558.0
3741,10238,60702.0
3742,4335,83265.0
3742,5781,8369.0
3742,6796,31208.0
3742,7189,28582.0
3743,6487,25548.0
3743,6877,18590.0
3743,7598,60893.0
3743,7696,84100.0
3743,9250,91643.0
3746,9330,94548.0
3747,5630,27287.0
3750,3795,33761.0
3750,4415,44025.0
3750,8156,73082.0
3750,8312,35004.0
3750,9101,45143.0
3750,9319,19956.0
3750,9680,22733.0
3751,4923,45463.0
3751,4930,24157.0
3751,7867,168935.0
3753,10088,116702.0
3754,4306,119635.0
3754,8149,123282.0
3755,4362,19714.0
3755,6600,23587.0
3755,8410,24676.0
3755,9887,9243.0
3756,4858,55398.0
3756,6030,145464.0
3756,9430,56019.0
3757,4454,33224.0
3758,6361,21953.0
3758,8782,22284.0
3759,6831,14044.0
3759,8852,49898.0
3760,4484,23368.0
3760,4582,67594.0
3760,4983,95079.0
3760,6575,20542.0
3760,6745,24720.0
3760,6917,43908.0
3760,7115,16898.0
3760,8465,56371.0
3761,3946,13366.0
3761,4162,38759.0
3761,4377,63154.0
3761,4846,43120.0
3761,6042,60097.0
3761,8422,14134.0
3761,8461,8068.0
3762,8433,46487.0
3762,9699,29204.0
3763,4054,57340.0
3763,8237,59692.0
3763,8364,53273.0
3764,4304,183299.0
3764,6127,106735.0
3765,3881,7265.0
3765,8646,34903.0
3766,4052,127572.0
3766,8303,21804.0
3767,7523,114381.0
3767,9552,128525.0
3767,10366,176560.0
3768,7655,31738.0
3768,9852,31836.0
3769,4210,150197.0
3769,4408,32852.0
3769,9281,170199.0
3769,9862,118463.0
3770,8594,219187.0
3770,9577,64198.0
3771,5027,45479.0
3772,3774,9056.0
3772,5403,1232.0
3772,8689,19951.0
3773,4040,11310.0
3774,3775,12916.0
3775,3915,6796.0
3776,9397,18974.0
3777,4756,120484.0
3777,6453,57876.0
3777,6743,153182.0
3777,7769,112540.0
3777,7944,205519.0
3777,7990,139026.0
3777,8042,231275.0
3777,8538,121101.0
3777,9585,108366.0
3777,9985,64524.0
3778,7704,37755.0
3778,8450,21365.0
3779,10296,16486.0
3780,7692,31611.0
3780,8235,11196.0
3781,8698,85498.0
3782,4802,33424.0
3782,7457,111907.0
3783,8007,49791.0
3783,9849,2658.0
3784,4587,28001.0
3784,9185,29324.0
3785,5934,58390.0
3785,9101,195367.0
3786,4613,129880.0
3786,4689,281178.0
3788,6462,27154.0
3788,8318,37342.0
3788,8328,46716.0
3789,5706,17708.0
3789,7919,46897.0
3790,8483,27741.0
3790,8521,34729.0
3791,5393,11047.0
3792,7062,249203.0
3793,5647,67249.0
3793,6443,40791.0
3793,7895,135718.0
3794,6898,23164.0
3794,7146,46143.0
3795,9319,22066.0
3796,4547,38827.0
3796,4786,30225.0
3796,6781,103738.0
3796,7249,3565.0
3796,8793,5322.0
3797,9414,91158.0
3797,9580,201169.0
3798,4445,14356.0
3799,6707,98100.0
3799,9517,102339.0
3801,8270,66564.0
3802,4311,76155.0
3802,6728,50927.0
3803,5601,14255.0
3803,7842,40982.0
3803,9659,32167.0
3803,10020,42280.0
3804,6042,68515.0
3805,6385,13272.0
3805,6966,42344.0
3805,9393,12402.0
3806,10075,75243.0
3807,5166,17075.0
3807,5472,16186.0
3807,10225,13446.0
3808,8718,30862.0
3809,3949,99953.0
3809,4336,28666.0
3809,6210,18712.0
3809,6212,17736.0
3809,8617,39211.0
3809,8892,44779.0
3809,10244,47173.0
3810,8724,25572.0
3810,9237,22177.0
3811,8657,19912.0
3811,9376,118801.0
3812,6171,27975.0
3812,10199,27832.0
3813,4743,24691.0
3814,9421,80679.0
3815,3854,4583.0
3815,8063,47104.0
3815,8315,68485.0
3815,8332,157390.0
3815,8889,30534.0
3816,7827,29813.0
3816,8001,34956.0
3817,4343,222456.0
3818,8019,21662.0
3818,8318,60004.0
3819,6779,34627.0
3820,8652,49827.0
3821,8200,46113.0
3821,9478,7488.0
3821,9944,29952.0
3822,6641,41185.0
3823,4090,101579.0
3824,7535,36495.0
3824,7559,96041.0
3824,8682,58974.0
3825,3935,31437.0
3825,6531,290464.0
3825,9418,167210.0
3826,5777,42542.0
3826,7077,14773.0
3827,5220,33972.0
3827,5237,15609.0
3827,5469,24442.0
3827,8077,65740.0
3828,6224,14424.0
3828,7638,22211.0
3828,7674,34053.0
3829,10007,81564.0
3830,6723,177627.0
3830,7179,113845.0
3831,4331,167542.0
3831,4575,97310.0
3832,4386,111195.0
3832,4669,294746.0
3832,5120,279875.0
3832,5818,235532.0
3832,6412,290441.0
3832,6481,181185.0
3832,8238,329643.0
3832,8901,239531.0
3833,4712,6921.0
3833,6928,38287.0
3833,7197,71046.0
3833,8096,18346.0
3834,4294,51456.0
3834,5795,8526.0
3834,5875,11579.0
3834,8013,47672.0
3835,8412,47427.0
3835,9614,28843.0
3836,5385,12755.0
3836,6075,83120.0
3836,6376,10567.0
3836,8967,25226.0
3837,6282,16038.0
3837,6285,6835.0
3837,9568,36081.0
3837,10283,37752.0
3838,4810,27501.0
3838,6610,58882.0
3838,7605,39807.0
3838,8695,59546.0
3838,8842,71499.0
3839,4025,39241.0
3841,4167,10414.0
3841,8133,67019.0
3842,6376,30912.0
3843,5336,11097.0
3844,6938,37612.0
3844,9590,22434.0
3845,5602,3813.0
3845,6736,49950.0
3845,6980,81712.0
3845,6981,75988.0
3846,3942,78693.0
3846,6935,37871.0
3847,9579,15897.0
3848,7640,82696.0
3849,4679,11947.0
3849,7771,61082.0
3849,8674,50943.0
3850,6761,20696.0
3850,7856,71364.0
3851,6563,102160.0
3851,7900,33497.0
3851,10110,29960.0
3852,6603,20285.0
3852,8251,31911.0
3852,8500,58921.0
3852,8575,65047.0
3853,6054,34912.0
3853,6055,17761.0
3853,6154,29589.0
3853,6155,24281.0
3853,8132,74078.0
3853,9122,83158.0
3854,5580,7526.0
3854,8298,7302.0
3854,9023,1176.0
3854,10037,22990.0
3855,5707,15826.0
3855,5708,22779.0
3855,7553,35395.0
3855,8791,67492.0
3855,10068,90081.0
3858,5894,45861.0
3858,7237,31441.0
3858,10178,62158.0
3859,4421,139584.0
3859,8126,70679.0
3860,4505,64667.0
3861,8362,21832.0
3862,7088,39763.0
3862,7210,154823.0
3862,8483,183716.0
3862,8521,234365.0
3862,9167,40746.0
3864,4000,43525.0
3864,5274,13244.0
3864,5276,15299.0
3864,5516,13319.0
3864,5576,12418.0
3864,6410,108130.0
3865,7531,14334.0
3865,8495,46980.0
3866,3945,182026.0
3866,9499,49871.0
3867,4123,185018.0
3867,7319,47509.0
3868,7614,59793.0
3869,6804,30366.0
3869,6910,33584.0
3869,6944,18259.0
3869,9040,16983.0
3870,8130,18735.0
3871,8825,202162.0
3871,9567,46579.0
3872,6913,38403.0
3872,7093,29355.0
3872,8798,35050.0
3872,8985,44032.0
3872,9466,78953.0
3872,9880,38324.0
3873,4262,21028.0
3874,9025,79396.0
3875,9025,117365.0
3876,10087,78572.0
3877,9489,58054.0
3878,7669,10245.0
3879,9025,75655.0
3880,9025,21215.0
3881,4513,76248.0
3881,8279,25542.0
3881,9349,95480.0
3884,10087,37303.0
3886,9489,60302.0
3887,9675,32772.0
3888,10087,35720.0
3890,7059,16723.0
3891,5835,12297.0
3892,6478,75277.0
3893,7466,184341.0
3893,8612,123008.0
3893,8764,81311.0
3894,6664,2589.0
3894,6876,7798.0
3896,4428,105208.0
3896,5718,146084.0
3896,7232,190803.0
3897,4044,44422.0
3897,7065,47477.0
3898,4870,160851.0
3898,6860,99968.0
3899,4558,40784.0
3899,4703,33496.0
3899,7370,15743.0
3899,7372,4227.0
3899,9344,32670.0
3900,7427,64541.0
3900,9486,38068.0
3901,6890,107716.0
3902,5471,14607.0
3902,5644,63575.0
3903,8592,33891.0
3903,9152,27540.0
3904,6146,74658.0
3904,7069,146521.0
3905,6676,48767.0
3905,7299,101469.0
3905,8837,81958.0
3905,9923,156.0
3906,4662,132834.0
3906,8139,52624.0
3906,9035,215596.0
3906,10011,115089.0
3907,7750,87509.0
3907,9579,109090.0
3907,9861,96592.0
3908,9168,31526.0
3909,3963,46045.0
3909,6146,48642.0
3909,6408,39673.0
3909,6528,36639.0
3909,6606,49334.0
3909,8524,49847.0
3909,8916,84332.0
3909,9637,93967.0
3909,10021,270640.0
3910,9179,55234.0
3910,9840,119395.0
3911,4291,18357.0
3913,9312,23748.0
3914,5618,24846.0
3916,4645,118754.0
3917,5734,78254.0
3917,7738,81980.0
3917,8092,18452.0
3917,9876,14543.0
3918,6419,38885.0
3918,6570,8665.0
3919,3945,75895.0
3919,6809,79247.0
3920,4137,12899.0
3920,7159,84512.0
3920,7686,17939.0
3921,4728,177233.0
3921,7528,91222.0
3921,9996,58505.0
3922,6780,73857.0
3922,6839,16650.0
3924,4931,37098.0
3924,7136,33064.0
3924,7143,66940.0
3925,5123,19264.0
3925,8972,24050.0
3925,10179,190611.0
3926,4400,51424.0
3927,3998,31515.0
3927,6836,29616.0
3927,10055,52201.0
3928,7836,28689.0
3928,10155,12536.0
3929,4430,48790.0
3929,4866,47949.0
3929,6557,63397.0
3929,8524,53820.0
3931,4456,43509.0
3931,9879,27478.0
3932,6677,11099.0
3932,8463,59975.0
3933,9587,37657.0
3934,6537,74139.0
3934,7210,87034.0
3936,4499,76553.0
3936,4579,77972.0
3936,6497,13933.0
3936,7130,81261.0
3936,7198,41520.0
3936,7270,103302.0
3936,8250,72589.0
3936,10042,87430.0
3936,10250,15920.0
3937,8311,33564.0
3938,8140,133585.0
3938,9263,16981.0
3939,4506,118381.0
3939,9235,53147.0
3940,6577,48352.0
3940,6754,30610.0
3940,7609,36697.0
3941,4374,62002.0
3941,6881,106130.0
3941,7094,79900.0
3941,7973,58667.0
3941,8204,154573.0
3941,8886,137731.0
3941,9468,66993.0
3942,5242,27847.0
3942,9287,51562.0
3942,9558,50679.0
3943,7279,68419.0
3943,8214,39118.0
3943,8423,29425.0
3943,9099,36636.0
3943,9758,150.0
3944,10281,294514.0
3945,5779,89028.0
3945,6776,149627.0
3946,6576,6985.0
3947,7221,51357.0
3947,8594,104938.0
3947,9577,178450.0
3948,3997,341431.0
3948,4429,203360.0
3948,6667,228587.0
3948,7474,230691.0
3948,10267,240756.0
3949,6875,53279.0
3949,8617,60742.0
3949,9667,26768.0
3951,10179,87638.0
3952,5751,18732.0
3953,8444,90874.0
3954,8949,24738.0
3954,9101,34518.0
3954,9680,9309.0
3956,7960,20288.0
3956,9118,24080.0
3957,7939,34648.0
3957,8280,36946.0
3957,8308,172225.0
3957,9052,133458.0
3957,10052,48560.0
3958,4912,14897.0
3958,5080,60330.0
3958,8065,58237.0
3959,4340,116210.0
3959,4464,187053.0
3959,4906,166030.0
3959,5760,82297.0
3959,8836,82370.0
3960,5925,19074.0
3960,6464,39514.0
3961,4500,140909.0
3961,9379,69776.0
3962,10350,74451.0
3963,6146,57043.0
3965,4639,52062.0
3965,4881,21425.0
3966,4275,10642.0
3966,5082,144897.0
3967,7168,101313.0
3967,7568,122111.0
3967,8475,38616.0
3968,8485,29598.0
3968,9379,44232.0
3969,6692,50504.0
3969,7872,59815.0
3969,9356,20798.0
3970,4883,41420.0
3971,8148,89880.0
3972,4248,40587.0
3972,6346,14188.0
3972,8753,103504.0
3973,3998,59012.0
3973,6068,12706.0
3973,7571,95147.0
3973,9186,145021.0
3974,6057,27701.0
3975,8442,1604.0
3975,8934,10582.0
3976,4299,50573.0
3976,9467,54496.0
3976,10227,19685.0
3978,4258,66351.0
3978,4709,93119.0
3978,8394,32824.0
3978,9238,163961.0
3979,9070,55390.0
3979,9997,60320.0
3980,9507,233512.0
3981,6454,43584.0
3981,7383,23223.0
3982,6864,84765.0
3982,8623,210467.0
3983,6115,22955.0
3983,6531,90058.0
3983,6645,167078.0
3983,6939,315329.0
3983,7212,79008.0
3983,7667,141343.0
3983,8672,139695.0
3983,9149,229152.0
3983,9418,165536.0
3983,9459,79991.0
3983,9579,65497.0
3984,4428,85035.0
3984,4504,95420.0
3984,4726,59160.0
3984,4758,170003.0
3984,5718,55066.0
3984,6599,58612.0
3984,7601,134075.0
3984,7774,78735.0
3984,8473,208443.0
3984,9564,68862.0
3985,8177,39282.0
3985,8263,65391.0
3986,5076,9999.0
3986,6056,26134.0
3986,8108,20293.0
3986,8754,71525.0
3986,9646,43956.0
3987,5803,51596.0
3988,4908,12350.0
3988,8020,66690.0
3988,8481,117764.0
3989,8129,5327.0
3989,9459,80355.0
3990,7142,8745.0
3990,7252,70182.0
3991,8899,217500.0
3991,8952,197576.0
3991,9120,73325.0
3991,9170,79902.0
3991,9194,11845.0
3991,9370,38414.0
3991,9533,209534.0
3991,9573,53374.0
3992,9637,27160.0
3993,5891,7182.0
3993,9272,79610.0
3993,10331,10738.0
3996,5728,8171.0
3996,6438,158018.0
3996,6893,28110.0
3997,4146,137508.0
3997,4456,79291.0
3997,4633,94359.0
3997,5903,44043.0
3997,6064,26114.0
3997,7485,119205.0
3997,7593,116588.0
3997,8302,130985.0
3997,8914,49953.0
3997,9210,127584.0
3997,9440,154769.0
3997,9658,119217.0
3998,4424,78398.0
3998,4477,21439.0
3998,6800,47072.0
3998,6989,38859.0
3998,7223,44757.0
3998,7991,55103.0
3998,8159,38992.0
3998,9139,71286.0
3998,9836,45714.0
3998,10228,120265.0
3999,5817,56217.0
3999,6070,28038.0
4000,6581,31320.0
4000,6919,37921.0
4000,7949,36147.0
4000,8075,65324.0
4000,8582,69793.0
4000,8983,61452.0
4000,9169,58368.0
4001,4034,18354.0
4002,5088,30090.0
4002,9833,43119.0
4002,9881,48364.0
4002,10084,23501.0
4003,8654,299053.0
4003,9448,189733.0
4004,4660,44317.0
4004,7815,179577.0
4004,7852,98027.0
4004,10287,69429.0
4005,5968,12023.0
4005,8497,38806.0
4007,4945,15856.0
4007,7074,48424.0
4007,10365,153792.0
4008,8117,65802.0
4008,8121,88039.0
4009,5027,30679.0
4009,9229,32265.0
4010,6246,23776.0
4010,6297,9017.0
4010,9003,52631.0
4011,4331,224114.0
4011,4621,113211.0
4011,8804,155705.0
4012,8980,52576.0
4013,4073,14442.0
4013,7449,9629.0
4014,8064,24087.0
4014,8165,52118.0
4014,8474,54430.0
4015,5205,10193.0
4015,6030,92098.0
4015,7435,82682.0
4016,4088,73486.0
4016,8872,21837.0
4017,4899,9360.0
4017,6389,48916.0
4020,4513,185914.0
4020,6724,169088.0
4020,6779,211335.0
4020,10294,155754.0
4021,4964,37601.0
4021,6855,81284.0
4022,4419,52072.0
4023,6322,33519.0
4023,7450,148168.0
4023,7812,115941.0
4024,8411,488367.0
4024,10382,392888.0
4025,6748,20981.0
4025,6803,27447.0
4026,4386,106645.0
4026,7627,29187.0
4026,8238,277828.0
4026,8901,255900.0
4026,9236,274791.0
4026,9613,280918.0
4027,10049,210196.0
4028,7129,138655.0
4028,7962,114033.0
4029,4931,30004.0
4030,4200,30330.0
4030,9664,43890.0
4031,7670,75819.0
4032,7651,131471.0
4034,10254,45268.0
4035,6760,40559.0
4035,8865,7075.0
4036,4753,168806.0
4036,7631,39633.0
4036,9716,64266.0
4037,5257,16638.0
4037,5260,42337.0
4037,6030,81061.0
4038,8201,58061.0
4039,7473,30175.0
4040,4041,3702.0
4040,6804,20143.0
4040,7793,14293.0
4040,7929,17933.0
4040,8689,20661.0
4040,9040,34026.0
4041,6241,4410.0
4042,4043,10919.0
4042,8698,42726.0
4042,8806,99598.0
4042,10082,48690.0
4043,6785,16872.0
4044,7023,95830.0
4044,7065,91898.0
4044,8682,44640.0
4045,8971,69544.0
4045,9186,97057.0
4045,10068,14978.0
4046,4577,114390.0
4046,6133,136592.0
4046,6860,38196.0
4046,6897,62147.0
4046,7425,65410.0
4046,8714,209049.0
4046,8962,63314.0
4046,9095,68722.0
4046,9874,78782.0
4047,5430,6916.0
4047,9471,67029.0
4048,6669,71912.0
4048,7808,113990.0
4048,7960,38696.0
4048,9378,35809.0
4048,9944,71338.0
4048,10029,58147.0
4048,10303,43408.0
4048,10366,154737.0
4049,8813,27646.0
4049,10014,141238.0
4050,6317,29780.0
4050,6814,63550.0
4050,7450,194495.0
4050,8170,123136.0
4050,9331,65092.0
4051,5046,30040.0
4052,6611,40445.0
4053,4066,14058.0
4053,4085,158475.0
4053,4422,169333.0
4053,6320,85542.0
4054,6145,101916.0
4054,6379,41571.0
4054,6482,87743.0
4054,6779,86526.0
4054,7102,102486.0
4054,7654,55433.0
4054,8185,48395.0
4054,8739,33104.0
4054,9190,96961.0
4054,9387,130002.0
4054,10051,78065.0
4054,10285,85607.0
4055,6551,134922.0
4055,8160,119904.0
4056,9286,38300.0
4056,9597,97849.0
4057,4148,36985.0
4057,6400,9642.0
4058,4422,80986.0
4058,6332,41674.0
4058,6348,40810.0
4059,10254,15915.0
4059,10333,17023.0
4060,6081,50150.0
4060,9362,111759.0
4061,4457,71663.0
4061,9207,211380.0
4062,6494,38702.0
4062,6496,8776.0
4063,9459,22165.0
4063,9463,24796.0
4064,6314,44991.0
4064,6315,37711.0
4065,7720,31714.0
4065,10254,29558.0
4065,10306,22578.0
4067,6355,34783.0
4067,9157,57650.0
4067,9286,34326.0
4068,6350,14424.0
4069,6781,25711.0
4069,6782,7259.0
4069,8698,25846.0
4070,5437,3013.0
4070,5450,10396.0
4070,5453,31798.0
4070,6402,127984.0
4070,6545,109400.0
4070,7602,7476.0
4070,8027,110787.0
4071,4072,12833.0
4071,4073,19752.0
4071,4516,43344.0
4071,5056,55328.0
4071,6059,25141.0
4071,8370,39086.0
4074,5557,3246.0
4074,8265,133974.0
4075,4786,74271.0
4075,7600,7762.0
4076,4721,55846.0
4076,7385,18419.0
4076,8028,51716.0
4076,8139,35285.0
4077,7229,23084.0
4077,8963,313358.0
4077,9496,35967.0
4078,4786,43147.0
4078,7441,55692.0
4079,6934,27968.0
4079,7080,36135.0
4079,7756,34055.0
4079,9362,76082.0
4080,10102,98743.0
4081,6531,42196.0
4081,9579,14064.0
4082,6096,13704.0
4082,7116,16874.0
4082,9407,23371.0
4082,10125,28434.0
4083,8021,96576.0
4083,9064,407081.0
4084,6903,65419.0
4084,7751,100179.0
4084,7789,54866.0
4084,8653,58921.0
4084,9184,133421.0
4085,4422,115547.0
4085,7548,4566.0
4086,4728,134225.0
4086,8262,133209.0
4086,9086,114532.0
4087,6572,47010.0
4087,6696,55764.0
4087,6948,38203.0
4087,7859,164668.0
4087,8530,47576.0
4087,8954,77434.0
4087,9289,80751.0
4087,9669,95247.0
4088,4783,48027.0
4088,6550,79489.0
4088,7337,86918.0
4088,7898,93003.0
4088,8112,26231.0
4088,9822,55545.0
4089,5779,106891.0
4090,8734,170939.0
4090,8737,49619.0
4090,9580,208841.0
4091,4369,158702.0
4091,6772,34261.0
4091,7717,54922.0
4091,8292,67814.0
4091,9177,43023.0
4091,9408,45595.0
4091,10311,43639.0
4092,4357,47973.0
4092,7342,148481.0
4092,8788,65974.0
4092,9586,157319.0
4093,4189,86581.0
4093,5457,6594.0
4094,4095,18535.0
4094,4884,11248.0
4094,7079,12221.0
4094,9568,62957.0
4094,10283,36822.0
4095,4113,52343.0
4096,4884,8566.0
4096,6418,20312.0
4098,4732,17994.0
4098,5937,14596.0
4098,7563,51625.0
4099,9457,12364.0
4099,9471,94640.0
4100,4101,24669.0
4100,4105,36700.0
4100,4388,74645.0
4100,4431,68280.0
4100,5907,94609.0
4100,6144,107657.0
4100,7825,70282.0
4100,10256,151639.0
4101,4102,5574.0
4102,4104,5545.0
4103,4154,20112.0
4104,4431,32491.0
4105,4106,15072.0
4106,9060,16642.0
4107,7040,21728.0
4107,9060,15778.0
4108,6488,103160.0
4108,6714,9247.0
4109,6712,116506.0
4109,6716,20713.0
4110,6172,81847.0
4110,6173,8042.0
4110,6177,135810.0
4110,6188,16338.0
4110,6196,42174.0
4110,6561,26278.0
4110,8257,21765.0
4110,10248,98974.0
4111,4401,24748.0
4111,10197,4942.0
4112,6437,48345.0
4112,6801,24595.0
4112,7865,79491.0
4112,10105,59739.0
4113,4114,22187.0
4113,4115,52282.0
4113,6410,35625.0
4114,5579,20750.0
4115,4884,10409.0
4116,8280,82540.0
4117,6562,251361.0
4117,8248,38248.0
4117,9580,80890.0
4117,9581,40225.0
4118,8877,29067.0
4119,7148,194738.0
4119,9677,48272.0
4120,6228,40659.0
4120,8733,40329.0
4121,6833,70355.0
4121,8733,103783.0
4121,8890,22631.0
4121,9412,14324.0
4121,9865,21817.0
4122,5308,17995.0
4122,7800,17305.0
4122,8796,48579.0
4123,6714,42573.0
4123,6716,36610.0
4123,7319,177179.0
4123,7691,53179.0
4123,10298,135044.0
4124,7445,70986.0
4124,7705,174678.0
4125,9082,23664.0
4125,9587,175785.0
4125,10267,89836.0
4126,4860,43501.0
4126,9931,28881.0
4127,4275,115685.0
4127,4355,38219.0
4127,8469,107964.0
4127,9669,33146.0
4129,4226,49646.0
4129,6138,71965.0
4130,8974,45420.0
4131,4157,134627.0
4131,4644,60542.0
4131,7113,20596.0
4132,6200,50383.0
4132,6201,18482.0
4132,8122,64661.0
4133,7319,47177.0
4134,7786,140496.0
4134,9623,201634.0
4135,9106,24090.0
4136,6607,107268.0
4136,7976,73602.0
4136,10316,32904.0
4137,7177,31055.0
4137,7566,17277.0
4138,6872,57863.0
4138,7363,37096.0
4139,9897,79753.0
4140,7303,34188.0
4141,4727,72510.0
4141,9524,177606.0
4142,8142,64889.0
4143,7920,49476.0
4143,8553,45961.0
4144,6605,75634.0
4144,8663,65766.0
4145,4186,43131.0
4145,6621,35343.0
4145,9596,56159.0
4146,5825,102686.0
4146,8914,87555.0
4147,8224,55668.0
4147,9386,17642.0
4147,10080,33714.0
4149,10195,27313.0
4150,4508,59228.0
4150,6923,83944.0
4150,10244,86849.0
4151,7225,41259.0
4151,9387,40685.0
4152,4795,28969.0
4152,7138,47869.0
4153,8236,180821.0
4153,8720,57404.0
4153,9593,63884.0
4154,4829,52355.0
4154,6066,25157.0
4154,8400,30000.0
4154,8944,34991.0
4154,9129,32760.0
4154,10307,26442.0
4155,6553,42588.0
4156,8482,137182.0
4157,4309,74664.0
4158,6412,140535.0
4158,6530,20293.0
4158,7008,113939.0
4159,6687,27101.0
4160,6403,19810.0
4160,9036,26684.0
4161,5384,41153.0
4161,5391,32122.0
4162,9385,25341.0
4162,9505,38101.0
4163,4167,43273.0
4163,4250,61690.0
4163,8367,40190.0
4164,4245,7721.0
4164,6826,44145.0
4164,8241,138750.0
4164,9759,170.0
4165,4936,78652.0
4165,7922,73995.0
4165,8263,78613.0
4165,10044,81316.0
4165,10046,38337.0
4166,7274,9684.0
4166,7998,28698.0
4166,9907,26611.0
4167,4250,104963.0
4167,4875,46316.0
4167,7036,27257.0
4170,4622,174452.0
4170,6586,231613.0
4170,6788,91113.0
4170,6883,63505.0
4170,8161,48614.0
4171,5935,14556.0
4171,5957,10220.0
4171,5965,23709.0
4171,7541,115540.0
4171,10232,79600.0
4172,4258,64608.0
4172,6634,19430.0
4173,4330,185351.0
4173,4675,144590.0
4173,4686,78841.0
4173,7538,85044.0
4173,8277,56301.0
4173,8373,76042.0
4173,8811,66099.0
4173,9784,149623.0
4173,10197,70545.0
4174,4225,46377.0
4174,9924,121235.0
4175,4668,97385.0
4175,6814,55801.0
4175,7154,82829.0
4175,7656,77443.0
4175,8782,113550.0
4175,9128,103636.0
4175,9711,270157.0
4176,4278,20900.0
4176,4880,61777.0
4176,7955,64699.0
4177,4452,110613.0
4178,6363,28769.0
4178,9283,84122.0
4179,4812,16291.0
4180,4208,40130.0
4181,6408,20696.0
4181,7731,34750.0
4181,8583,35553.0
4182,6985,28687.0
4182,8374,35936.0
4183,5740,19961.0
4183,5748,34069.0
4184,6561,21435.0
4184,8771,36710.0
4184,9467,108595.0
4185,4887,157730.0
4185,4964,115714.0
4185,7726,41947.0
4185,9082,78493.0
4185,9440,102289.0
4186,8989,21812.0
4186,9166,20996.0
4186,9596,99289.0
4187,6860,274305.0
4187,9095,259702.0
4188,7850,170588.0
4188,8266,82271.0
4188,10356,105064.0
4189,4190,20068.0
4189,4191,19750.0
4189,4465,86159.0
4189,6790,46190.0
4189,8570,132411.0
4189,9569,16278.0
4191,6495,30502.0
4193,9039,100332.0
4194,7018,99138.0
4194,9981,105758.0
4195,4485,115550.0
4196,7573,19321.0
4197,9383,71488.0
4197,10101,73583.0
4198,8600,26667.0
4199,9665,29745.0
4200,10249,9227.0
4201,4759,135554.0
4201,4857,133939.0
4201,6580,171634.0
4201,6684,151450.0
4201,7920,117960.0
4201,8438,201066.0
4201,8533,91188.0
4201,8556,122618.0
4202,4726,289035.0
4202,9899,27058.0
